Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
Navio339,37,9,102305,13,18,27,15,32,2014,CNTR,Porto4,Porto3,1
Navio340,50,13,188572,12,18,32,18,64,2001,CG,Porto3,Porto2,0
Navio341,34,13,102708,16,8,34,11,24,2007,GSM,Porto1,Porto3,1
Navio342,22,8,119695,14,9,21,9,45,1995,GSM,Porto4,Porto3,0
Navio343,23,17,195503,12,16,12,12,62,2016,CNTR,Porto3,Porto1,0
Navio344,28,8,184122,19,9,31,16,77,2015,CG,Porto4,Porto2,0
Navio345,20,7,34893,9,18,22,10,116,2003,GS,Porto2,Porto2,0
Navio346,15,13,92305,14,9,26,18,58,2010,GL,Porto2,Porto5,1
Navio347,23,17,195104,13,13,12,12,61,1994,GL,Porto5,Porto4,0
Navio348,30,6,31549,16,17,22,18,112,2005,CNTR,Porto4,Porto2,0
Navio349,30,13,135900,18,14,31,17,116,1992,GS,Porto4,Porto3,0
Navio350,26,11,77155,15,14,19,7,68,1997,GS,Porto5,Porto2,0
Navio351,19,15,186779,12,16,13,18,96,2000,GSM,Porto2,Porto4,0
Navio352,54,13,73762,10,9,10,18,55,2017,GL,Porto4,Porto1,1
Navio353,43,7,99541,19,13,23,15,55,2003,GS,Porto5,Porto5,0
Navio354,41,7,138046,10,17,15,7,111,2002,GSM,Porto5,Porto5,0
Navio355,25,8,47060,17,13,28,19,90,2001,CG,Porto4,Porto2,0
Navio356,42,10,143778,8,14,13,6,107,1990,CNTR,Porto2,Porto1,0
Navio357,50,7,108980,9,19,20,18,30,2020,GLP,Porto3,Porto2,0
Navio358,56,10,136482,12,17,29,8,49,1996,CNTR,Porto2,Porto5,0
Navio359,33,11,128607,17,8,22,14,108,2021,CNTR,Porto4,Porto1,1
Navio360,49,14,138416,12,11,19,7,52,1991,GSM,Porto4,Porto2,0
Navio361,45,8,107617,11,18,26,10,71,2007,GS,Porto4,Porto5,1
Navio362,58,7,82133,8,15,16,12,64,1991,CG,Porto2,Porto2,0
Navio363,33,12,42747,13,10,22,5,106,2006,GSM,Porto3,Porto3,1
Navio364,38,9,46878,19,17,25,18,107,2002,GS,Porto3,Porto4,0
Navio365,16,6,59968,18,8,16,11,58,1990,GS,Porto5,Porto3,0
Navio366,21,9,146490,16,17,27,16,59,2012,GS,Porto5,Porto1,1
Navio367,57,15,66357,16,18,16,16,105,2022,CG,Porto1,Porto3,1
Navio368,45,11,119007,15,17,15,17,95,2006,CNTR,Porto1,Porto5,1
Navio369,31,7,187251,10,17,32,11,10,2017,GSM,Porto1,Porto5,0
Navio370,41,9,70102,13,15,22,6,32,2014,GLP,Porto1,Porto2,1
Navio371,50,13,135456,9,18,12,5,73,1992,GSM,Porto3,Porto3,0
Navio372,57,7,36238,13,15,10,14,91,2020,GSM,Porto4,Porto1,1
Navio373,24,7,67857,10,14,27,11,74,2020,GLP,Porto3,Porto4,1
Navio374,59,13,105884,9,18,34,10,47,1995,GS,Porto3,Porto3,0
Navio375,28,15,186703,10,19,20,18,55,2014,CNTR,Porto5,Porto1,0
Navio376,21,10,46979,18,15,10,12,57,1996,CNTR,Porto3,Porto3,0
Navio377,53,8,61810,17,19,14,11,18,2003,GLP,Porto1,Porto3,0
Navio378,54,17,106959,14,8,18,11,58,2007,CNTR,Porto5,Porto2,1
Navio379,23,6,180291,19,14,28,12,51,2008,GL,Porto1,Porto5,0
Navio380,28,17,192365,15,8,23,6,43,2009,CNTR,Porto5,Porto4,0
Navio381,22,9,161681,12,10,17,12,95,1992,CNTR,Porto5,Porto4,0
Navio382,31,8,107740,14,14,18,12,111,2013,GL,Porto2,Porto3,1
Navio383,37,10,106020,9,16,26,15,106,2007,CNTR,Porto5,Porto2,1
Navio384,30,6,42012,13,16,32,8,90,2022,GL,Porto2,Porto3,1
Navio385,40,6,145126,15,14,20,18,27,2008,GSM,Porto4,Porto3,1
Navio386,23,16,107534,13,11,25,14,36,1998,GLP,Porto1,Porto1,0
Navio387,50,15,175895,12,10,30,13,15,2002,CG,Porto3,Porto2,0
Navio388,21,17,101884,16,11,26,12,53,1991,CG,Porto4,Porto1,0
Navio389,32,9,193920,10,9,31,16,32,2019,GL,Porto3,Porto3,0
Navio390,22,14,163630,17,18,33,16,78,2002,GLP,Porto1,Porto4,0
Navio391,35,9,39350,14,12,11,14,66,1990,GSM,Porto3,Porto3,0
Navio392,40,6,191220,9,8,12,12,83,2016,GS,Porto5,Porto4,0
Navio393,17,10,116829,16,16,26,6,95,2020,CG,Porto4,Porto1,1
Navio394,31,10,118570,18,10,21,11,53,2013,CG,Porto2,Porto3,1
Navio395,38,6,72654,15,14,34,13,31,2012,GSM,Porto3,Porto3,1
Navio396,39,8,75644,17,15,25,5,73,2002,GSM,Porto4,Porto1,0
Navio397,19,17,105643,9,18,25,16,66,1992,GSM,Porto2,Porto4,0
Navio398,51,11,34789,9,15,15,9,35,2015,GSM,Porto1,Porto1,1
Navio399,59,11,189137,9,16,32,8,25,2006,CNTR,Porto1,Porto3,0
Navio400,38,14,128906,17,8,32,18,43,2010,GS,Porto4,Porto2,1
Navio401,45,8,147894,15,10,29,17,98,2004,GSM,Porto2,Porto3,0
Navio402,40,13,169896,17,9,12,13,79,1995,GLP,Porto4,Porto1,0
Navio403,35,17,49610,16,14,22,11,72,2021,GS,Porto4,Porto3,1
Navio404,48,9,36382,17,11,22,15,80,2006,GS,Porto2,Porto4,1
Navio405,52,12,108105,11,18,30,14,65,1990,GSM,Porto5,Porto4,0
Navio406,38,7,191727,18,14,24,14,23,2012,CG,Porto3,Porto3,0
Navio407,42,6,114699,18,15,11,14,101,2008,CG,Porto3,Porto2,1
Navio408,44,8,180078,13,17,21,11,22,2018,GLP,Porto3,Porto1,0
Navio409,48,8,149725,9,12,24,9,12,2001,GSM,Porto4,Porto1,0
Navio410,37,11,30107,9,8,24,9,94,1999,GSM,Porto3,Porto2,0
Navio411,22,11,100469,8,16,34,16,72,1991,GL,Porto4,Porto1,0
Navio412,56,7,198985,19,10,21,12,10,2005,GLP,Porto4,Porto5,0
Navio413,24,16,79420,15,18,16,5,29,2010,CG,Porto2,Porto1,1
Navio414,15,8,144228,14,11,12,7,45,2016,GSM,Porto1,Porto2,1
Navio415,34,17,71725,10,10,19,19,96,2002,GS,Porto2,Porto5,0
Navio416,51,14,135032,18,16,31,19,29,2005,GL,Porto5,Porto2,0
Navio417,32,13,100106,14,8,20,12,11,1995,CNTR,Porto3,Porto1,0
Navio418,35,9,96911,12,14,27,19,40,2011,CG,Porto2,Porto1,1
Navio419,18,13,164373,9,14,16,9,119,2018,GS,Porto2,Porto5,0
Navio420,57,9,65110,8,17,16,8,109,1997,GSM,Porto2,Porto4,0
Navio421,16,7,113120,12,19,21,16,70,2009,CG,Porto5,Porto2,0
Navio422,35,6,179180,12,13,26,5,86,1996,GLP,Porto5,Porto3,0
Navio423,51,7,79670,15,17,23,19,73,2002,CNTR,Porto3,Porto2,0
Navio424,19,6,79783,8,15,24,8,35,1999,GS,Porto1,Porto5,0
Navio425,31,14,120625,8,11,29,15,59,2016,GSM,Porto3,Porto2,1
Navio426,25,14,57841,15,14,17,5,27,2010,GL,Porto1,Porto4,1
Navio427,55,16,89005,17,16,26,10,90,2021,GSM,Porto1,Porto2,1
Navio428,45,11,113221,8,13,16,14,25,2010,GSM,Porto5,Porto2,1
Navio429,42,9,173062,14,10,18,15,35,2006,GL,Porto5,Porto2,0
Navio430,58,16,180692,17,16,25,19,89,2022,GS,Porto2,Porto3,0
Navio431,46,16,107466,12,17,12,6,67,2017,GS,Porto3,Porto4,1
Navio432,35,9,113604,14,9,20,7,50,2002,GLP,Porto1,Porto5,0
Navio433,21,7,108164,18,18,19,6,37,2021,GL,Porto1,Porto4,1
Navio434,24,6,93729,15,12,20,8,20,2013,GL,Porto1,Porto2,1
Navio435,42,12,172190,14,8,18,17,18,2008,GSM,Porto2,Porto5,0
Navio436,50,7,81102,14,17,20,9,98,2016,GSM,Porto5,Porto4,1
Navio437,34,12,84836,14,12,20,7,30,2003,GS,Porto5,Porto4,0
Navio438,27,15,78724,8,15,27,14,118,2020,GL,Porto2,Porto3,1
Navio439,33,11,91758,15,8,13,15,89,2005,GS,Porto3,Porto3,0
Navio440,25,16,125675,13,17,14,19,104,1992,CNTR,Porto3,Porto4,0
Navio441,49,13,63421,10,9,14,8,61,2001,GL,Porto2,Porto5,0
Navio442,48,6,55353,10,12,27,17,99,1994,GL,Porto5,Porto2,0
Navio443,58,17,160650,12,8,27,14,110,1997,GS,Porto3,Porto2,0
Navio444,18,7,96533,8,8,31,6,66,2007,GSM,Porto1,Porto3,1
Navio445,27,10,191314,12,17,25,19,19,2009,GSM,Porto1,Porto2,0
Navio446,51,15,199798,15,8,32,16,105,1990,CNTR,Porto5,Porto5,0
Navio447,16,11,43737,11,11,18,17,45,2018,CNTR,Porto2,Porto1,1
Navio448,15,7,161053,16,16,11,18,83,2005,CG,Porto2,Porto3,0
Navio449,54,12,76117,14,14,25,6,19,1996,CG,Porto3,Porto2,0
Navio450,39,16,123498,14,10,19,11,26,1998,CNTR,Porto5,Porto4,0
Navio451,51,11,51077,13,8,21,9,113,2003,GLP,Porto5,Porto1,0
Navio452,50,10,166195,10,17,26,18,23,2005,GL,Porto3,Porto5,0
Navio453,20,10,109947,14,14,25,13,107,2005,CNTR,Porto5,Porto5,0
Navio454,21,10,115738,14,13,26,19,50,2017,GS,Porto5,Porto3,1
Navio455,18,13,123451,13,14,26,15,107,2009,GS,Porto3,Porto1,1
Navio456,49,8,89805,8,19,12,8,63,1990,GS,Porto5,Porto2,0
Navio457,55,8,116739,10,17,18,6,117,2000,CG,Porto3,Porto3,0
Navio458,48,12,199242,9,9,11,5,55,2000,CNTR,Porto4,Porto1,0
Navio459,43,11,126619,14,12,26,18,29,2022,CG,Porto2,Porto5,1
Navio460,19,16,102447,9,12,24,6,22,1994,GS,Porto2,Porto4,0
Navio461,41,17,50560,12,10,18,12,19,1993,GL,Porto5,Porto5,0
Navio462,47,17,88531,10,17,11,5,51,1999,GS,Porto1,Porto4,0
Navio463,24,17,129892,19,19,24,19,26,1990,GS,Porto1,Porto3,0
Navio464,20,9,127872,9,18,32,13,45,2018,GL,Porto2,Porto1,1
Navio465,48,6,151226,13,10,23,9,79,2020,GLP,Porto1,Porto3,1
Navio466,22,14,162041,10,19,10,16,111,2007,GLP,Porto3,Porto3,0
Navio467,45,14,42387,9,12,22,14,43,1995,GSM,Porto3,Porto2,0
Navio468,23,7,174281,13,17,18,15,45,1995,GL,Porto4,Porto5,0
Navio469,35,14,82378,10,18,34,16,79,2014,GL,Porto1,Porto5,1
Navio470,22,13,112483,14,11,10,12,100,2011,GLP,Porto2,Porto4,1
Navio471,18,11,81483,14,11,34,15,103,2003,CNTR,Porto4,Porto1,0
Navio472,36,13,89524,18,14,29,14,59,2013,CNTR,Porto5,Porto3,1
Navio473,42,15,148118,10,19,29,6,42,2019,CG,Porto3,Porto4,0
Navio474,59,10,152581,8,18,10,15,56,2001,GL,Porto2,Porto2,0
Navio475,18,6,56727,12,8,20,14,86,2001,GS,Porto2,Porto2,0
Navio476,53,13,97825,13,16,21,13,45,2011,GSM,Porto1,Porto2,1
Navio477,35,8,197703,15,17,33,13,117,2017,CG,Porto2,Porto5,0
Navio478,22,9,144662,11,13,14,6,55,1992,GSM,Porto5,Porto2,0
Navio479,34,15,37531,14,18,28,9,14,1997,GLP,Porto1,Porto1,0
Navio480,46,11,47942,13,13,27,6,116,2005,CG,Porto1,Porto3,0
Navio481,15,10,129676,13,10,16,19,15,1990,GL,Porto4,Porto2,0
Navio482,20,6,165150,17,8,28,6,51,2020,CG,Porto1,Porto3,0
Navio483,42,17,58817,18,12,29,15,99,2002,GSM,Porto4,Porto4,0
Navio484,58,16,135896,10,8,30,18,99,2006,GS,Porto5,Porto5,1
Navio485,45,10,102317,8,13,25,10,64,2019,GS,Porto2,Porto2,1
Navio486,24,11,104206,13,10,19,5,63,2013,CNTR,Porto5,Porto1,1
Navio487,34,16,117492,9,11,17,9,13,1997,GS,Porto1,Porto2,0
Navio488,22,14,171074,11,10,12,13,54,1994,GLP,Porto2,Porto2,0
Navio489,36,7,35250,18,17,10,12,37,2021,GL,Porto2,Porto4,1
Navio490,52,10,111947,8,16,27,9,99,2022,CNTR,Porto3,Porto1,1
Navio491,43,14,145080,15,17,16,18,54,1993,CG,Porto5,Porto2,0
Navio492,23,6,33819,9,8,22,16,59,2004,GS,Porto4,Porto1,0
Navio493,58,7,84479,17,14,34,16,51,1992,GL,Porto5,Porto5,0
Navio494,15,7,68451,11,8,24,17,92,2006,GL,Porto5,Porto1,1
Navio495,55,14,161287,14,17,24,18,84,2021,GSM,Porto2,Porto4,0
Navio496,53,15,158943,13,9,17,14,69,2013,CG,Porto5,Porto1,0
Navio497,40,10,172143,14,11,19,19,100,2015,CNTR,Porto5,Porto1,0
Navio498,25,15,49614,17,13,17,10,94,2017,GS,Porto5,Porto5,1
Navio499,49,6,192734,14,9,23,5,106,2019,CG,Porto3,Porto5,0
Navio500,38,9,124094,9,10,11,7,22,2013,GLP,Porto2,Porto3,1
Navio501,47,6,61918,19,19,13,16,91,2002,CG,Porto4,Porto1,0
Navio502,34,13,57821,13,8,12,19,103,2002,GS,Porto1,Porto2,0
Navio503,41,6,58932,18,13,17,7,83,1990,CG,Porto2,Porto5,0
Navio504,29,14,185711,12,14,12,6,79,2020,GL,Porto3,Porto5,0
Navio505,47,17,114168,15,17,34,17,76,2007,GL,Porto4,Porto4,1
Navio506,21,7,99751,14,9,17,15,75,2018,GSM,Porto1,Porto1,1
Navio507,48,8,114282,11,10,32,14,66,1999,GLP,Porto2,Porto1,0
Navio508,59,14,173049,10,14,13,6,109,1992,CG,Porto1,Porto1,0
Navio509,56,11,135996,11,14,31,15,29,2000,GS,Porto3,Porto4,0
Navio510,19,14,108493,14,15,10,13,113,2018,GLP,Porto5,Porto2,1
Navio511,44,8,180094,13,8,14,8,30,1992,GL,Porto1,Porto2,0
Navio512,42,7,52888,15,13,31,16,47,1998,CG,Porto2,Porto2,0
Navio513,32,9,100332,19,12,21,14,21,2006,GLP,Porto3,Porto3,0
Navio514,50,11,128892,15,15,25,8,28,2016,GL,Porto3,Porto4,1
Navio515,17,6,76309,14,19,19,11,44,2008,CNTR,Porto3,Porto4,0
Navio516,35,8,111005,14,12,16,14,64,2010,CNTR,Porto5,Porto3,1
Navio517,30,11,157051,13,14,15,13,35,2003,GL,Porto5,Porto1,0
Navio518,51,14,111388,19,14,11,17,92,2003,GLP,Porto2,Porto2,0
Navio519,56,12,187673,16,16,32,9,116,2004,GL,Porto3,Porto5,0
Navio520,19,8,154824,13,14,15,9,53,2022,CNTR,Porto4,Porto2,1
Navio521,28,13,161016,11,8,26,10,55,2001,GSM,Porto3,Porto4,0
Navio522,45,13,133072,15,10,22,13,58,1998,GL,Porto2,Porto3,0
Navio523,38,7,153372,10,8,24,19,19,2000,GL,Porto3,Porto3,0
Navio524,49,16,74752,15,8,34,17,37,2013,CNTR,Porto3,Porto4,1
Navio525,50,14,198946,10,16,18,9,33,1994,CNTR,Porto4,Porto4,0
Navio526,24,10,36515,17,12,29,12,11,2016,CG,Porto2,Porto3,1
Navio527,41,15,156572,13,8,33,15,64,1997,GLP,Porto3,Porto4,0
Navio528,41,16,111265,8,9,21,13,29,2016,GLP,Porto5,Porto2,1
Navio529,37,9,65087,10,8,24,17,16,2015,CG,Porto1,Porto3,1
Navio530,27,9,149573,16,16,31,7,38,2010,GS,Porto4,Porto3,1
Navio531,30,8,114118,9,13,12,9,102,2021,GSM,Porto4,Porto5,1
Navio532,49,15,94476,16,10,31,6,103,1992,CNTR,Porto2,Porto2,0
Navio533,41,6,48267,10,16,26,10,105,1994,CNTR,Porto5,Porto2,0
Navio534,53,17,189852,16,8,21,17,90,2020,GSM,Porto5,Porto1,0
Navio535,31,10,157432,14,13,14,10,59,2018,GSM,Porto5,Porto5,0
Navio536,55,12,96395,16,18,32,15,111,2003,GS,Porto2,Porto4,0
Navio537,15,10,42764,11,8,28,6,113,2015,GLP,Porto2,Porto3,1
Navio538,25,9,155671,19,16,16,13,110,2019,CG,Porto2,Porto5,0
Navio539,26,8,58775,14,19,11,13,53,2008,GSM,Porto3,Porto1,0
Navio540,28,9,54675,12,13,14,13,41,2012,GLP,Porto3,Porto1,1
Navio541,22,7,85710,8,14,17,17,75,1994,CG,Porto4,Porto2,0
Navio542,45,7,62681,19,18,29,15,34,2022,GL,Porto4,Porto3,0
Navio543,21,8,101414,14,18,17,5,44,2007,GLP,Porto1,Porto1,1
Navio544,45,17,186468,14,19,26,15,110,1992,GSM,Porto1,Porto4,0
Navio545,30,13,123483,11,18,31,19,52,2018,CNTR,Porto4,Porto2,1
Navio546,56,8,90241,12,17,12,5,85,2017,CNTR,Porto1,Porto5,1
Navio547,53,13,191714,16,12,34,10,101,2004,GL,Porto3,Porto3,0
Navio548,58,6,105546,14,12,22,8,105,2010,GS,Porto4,Porto2,1
Navio549,33,7,39654,8,10,15,14,50,2022,GS,Porto2,Porto5,1
Navio550,22,14,62698,8,12,22,10,10,2014,GLP,Porto5,Porto1,1
Navio551,43,6,178811,11,8,23,9,77,2001,GS,Porto2,Porto1,0
Navio552,16,17,69225,19,16,26,6,76,2004,GS,Porto1,Porto2,0
Navio553,56,11,54250,13,9,16,19,76,2004,CG,Porto2,Porto1,0
Navio554,17,8,90364,15,15,25,6,55,1998,CG,Porto4,Porto2,0
Navio555,43,14,73277,19,19,10,16,91,2015,GS,Porto4,Porto4,0
Navio556,29,6,47352,8,12,27,7,22,2013,GSM,Porto1,Porto1,1
Navio557,52,10,63000,17,9,29,14,113,1999,GS,Porto4,Porto3,0
Navio558,42,6,136258,17,8,14,8,115,2015,GL,Porto2,Porto1,1
Navio559,51,9,49756,19,17,23,15,97,2000,GSM,Porto5,Porto3,0
Navio560,46,14,180754,19,13,32,10,16,2005,CG,Porto1,Porto2,0
Navio561,44,7,72699,16,9,10,18,96,1994,CG,Porto5,Porto3,0
Navio562,44,16,90247,8,19,33,16,70,2000,CNTR,Porto3,Porto1,0
Navio563,48,17,191998,9,16,23,7,61,1992,GL,Porto5,Porto5,0
Navio564,27,12,45926,17,9,14,8,66,1994,GSM,Porto4,Porto2,0
Navio565,47,10,185314,12,14,13,6,88,2008,GLP,Porto2,Porto3,0
Navio566,56,12,30043,8,8,13,14,55,1995,GL,Porto5,Porto1,0
Navio567,31,16,137073,10,8,29,16,74,2017,GLP,Porto5,Porto1,1
Navio568,17,15,179625,12,10,12,12,30,2009,GLP,Porto2,Porto4,0
Navio569,23,17,59871,16,18,27,14,46,2006,GS,Porto1,Porto4,1
Navio570,25,17,33244,10,19,22,8,106,2018,GLP,Porto2,Porto5,0
Navio571,41,12,194355,10,8,13,16,110,2001,GS,Porto3,Porto2,0
Navio572,42,17,157099,19,15,18,9,28,1990,CNTR,Porto5,Porto4,0
Navio573,16,10,95268,15,10,11,5,60,2008,GLP,Porto2,Porto5,1
Navio574,15,13,106283,14,15,25,6,45,2004,GLP,Porto5,Porto3,0
Navio575,20,8,117074,11,13,19,16,35,2001,GS,Porto1,Porto2,0
Navio576,39,15,148238,18,12,18,18,104,2000,CNTR,Porto5,Porto2,0
Navio577,49,14,166486,10,8,34,13,105,2013,GL,Porto5,Porto4,0
Navio578,30,6,155134,14,15,30,16,69,1997,CG,Porto2,Porto2,0
Navio579,18,14,199936,13,17,32,19,25,2013,GSM,Porto1,Porto5,0
Navio580,52,12,147598,12,16,20,18,98,2014,GLP,Porto3,Porto2,1
Navio581,58,8,68742,18,9,22,6,32,2007,GLP,Porto2,Porto1,1
Navio582,34,12,93534,11,11,22,19,76,2006,GL,Porto2,Porto5,1
Navio583,39,17,192787,19,10,13,19,33,2018,GL,Porto1,Porto5,0
Navio584,21,15,170119,11,10,32,19,43,2011,GL,Porto4,Porto2,0
Navio585,35,11,170069,17,13,22,12,116,2008,GLP,Porto5,Porto2,0
Navio586,21,9,74893,15,15,31,16,82,2001,GLP,Porto2,Porto4,0
Navio587,43,13,173085,12,9,18,10,115,2014,CG,Porto1,Porto1,0
Navio588,21,17,148106,12,13,19,7,57,2015,GS,Porto2,Porto4,1
Navio589,17,14,87426,13,11,10,15,69,2016,CNTR,Porto1,Porto2,1
Navio590,43,9,121722,17,17,33,9,119,2005,GS,Porto1,Porto1,0
Navio591,43,14,152283,12,13,16,19,66,2011,CNTR,Porto3,Porto3,1
Navio592,53,14,66297,9,19,30,14,89,2003,CG,Porto1,Porto4,0
Navio593,52,15,77578,9,14,18,6,29,2020,GSM,Porto1,Porto2,1
Navio594,20,15,34272,18,11,14,13,88,2010,GLP,Porto4,Porto5,1
Navio595,24,10,69759,15,14,31,8,48,2020,GLP,Porto5,Porto5,1
Navio596,51,16,54830,17,15,31,6,47,2017,GSM,Porto3,Porto2,1
Navio597,28,16,158147,8,13,16,6,45,2019,GSM,Porto5,Porto3,0
Navio598,36,10,139377,8,14,22,5,21,1992,GS,Porto2,Porto3,0
Navio599,46,7,199371,13,18,17,19,112,2001,GL,Porto3,Porto1,0
Navio600,32,6,56340,15,17,13,7,38,2017,GSM,Porto3,Porto5,1
Navio601,50,13,145619,8,17,34,6,109,1991,GSM,Porto1,Porto3,0
Navio602,23,12,171577,13,13,20,5,52,1999,GL,Porto4,Porto4,0
Navio603,40,8,38205,10,15,27,15,105,2012,GL,Porto1,Porto3,1
Navio604,36,7,181989,8,13,27,14,55,2013,GL,Porto4,Porto4,0
Navio605,52,6,108808,17,11,34,11,91,2014,GS,Porto3,Porto5,1
Navio606,37,12,50601,15,18,27,10,51,1993,CG,Porto3,Porto4,0
Navio607,31,16,96859,13,18,24,15,88,2014,CNTR,Porto4,Porto2,1
Navio608,40,7,58261,8,18,19,11,50,2017,CG,Porto1,Porto4,1
Navio609,52,12,148952,11,11,22,14,45,2002,CG,Porto1,Porto2,0
Navio610,16,13,31268,13,12,22,11,72,2016,GSM,Porto3,Porto3,1
Navio611,20,7,182335,18,8,14,10,47,2021,CNTR,Porto1,Porto2,0
Navio612,21,11,171781,11,9,18,17,105,2018,GSM,Porto3,Porto5,0
Navio613,27,8,185648,10,11,19,19,65,2009,GS,Porto3,Porto5,0
Navio614,41,6,51795,18,17,13,16,44,1995,GS,Porto2,Porto4,0
Navio615,25,8,183185,10,11,11,13,41,1997,GL,Porto4,Porto5,0
Navio616,29,12,180926,8,11,16,6,93,2005,GL,Porto4,Porto1,0
Navio617,23,12,182579,16,16,30,12,29,2003,CG,Porto2,Porto4,0
Navio618,22,9,96884,19,18,23,11,67,2014,GL,Porto2,Porto1,0
Navio619,20,11,194965,11,16,22,8,111,2009,GLP,Porto5,Porto5,0
Navio620,57,10,81099,17,11,15,11,33,2001,CNTR,Porto3,Porto3,0
Navio621,18,13,34722,17,16,10,19,86,2014,GS,Porto5,Porto3,1
Navio622,25,9,187673,17,17,17,9,90,2011,CNTR,Porto3,Porto5,0
Navio623,42,16,136274,14,12,16,19,107,2012,CNTR,Porto4,Porto3,1
Navio624,40,8,70831,18,8,16,11,65,2022,CG,Porto5,Porto3,1
Navio625,18,12,57025,12,18,17,18,40,2008,GSM,Porto3,Porto5,1
Navio626,29,15,184280,17,14,28,11,101,2006,GL,Porto4,Porto5,0
Navio627,33,7,37661,11,19,27,15,112,1995,GS,Porto4,Porto1,0
Navio628,20,17,168022,12,16,21,17,13,2021,GLP,Porto2,Porto2,0
Navio629,19,11,78682,9,14,27,12,96,2010,GL,Porto2,Porto1,1
Navio630,32,7,132723,8,11,15,16,11,2017,GL,Porto5,Porto4,1
Navio631,20,15,76363,17,16,28,5,24,2011,GL,Porto1,Porto4,1
Navio632,45,9,156908,9,19,27,8,37,1996,GS,Porto1,Porto3,0
Navio633,39,7,110626,18,10,19,7,10,2013,GS,Porto4,Porto4,1
Navio634,18,17,135956,18,16,22,8,117,2021,GL,Porto3,Porto3,1
Navio635,20,6,79898,9,16,27,12,19,1998,CG,Porto5,Porto5,0
Navio636,55,13,120452,15,16,14,17,45,2017,GS,Porto5,Porto2,1
Navio637,51,9,30564,10,10,10,8,88,1991,GS,Porto5,Porto5,0
Navio638,39,15,95227,15,13,13,8,42,2018,GLP,Porto3,Porto5,1
Navio639,48,12,132572,8,18,32,8,68,2012,GLP,Porto4,Porto5,1
Navio640,33,10,99713,18,14,22,19,36,1999,CG,Porto3,Porto3,0
Navio641,48,10,161071,9,13,31,19,22,2021,CNTR,Porto5,Porto3,0
Navio642,29,9,158595,16,16,25,19,62,2015,GSM,Porto3,Porto2,0
Navio643,22,11,96247,8,13,15,16,67,1992,GS,Porto4,Porto5,0
Navio644,58,10,152463,19,16,30,12,55,1995,CNTR,Porto1,Porto2,0
Navio645,48,10,30106,18,10,17,15,88,2021,GLP,Porto5,Porto3,1
Navio646,32,15,63522,19,19,24,19,29,2019,CNTR,Porto1,Porto5,0
Navio647,44,6,64395,18,8,15,8,103,2014,GSM,Porto2,Porto2,1
Navio648,27,6,59856,11,10,27,13,91,2020,CG,Porto1,Porto4,1
Navio649,47,15,63705,13,18,28,18,80,2010,GL,Porto2,Porto5,1
Navio650,49,11,41474,9,19,28,11,43,2003,GL,Porto3,Porto4,0
Navio651,38,6,67277,18,8,27,11,87,2015,GS,Porto2,Porto4,1
Navio652,40,12,193725,10,10,11,7,96,1995,GS,Porto1,Porto1,0
Navio653,58,9,197922,19,17,20,15,53,2022,GLP,Porto4,Porto5,0
Navio654,56,14,122809,19,8,27,8,10,1994,CNTR,Porto4,Porto2,0
Navio655,15,15,50534,9,16,19,9,67,2013,GL,Porto1,Porto2,1
Navio656,27,16,90296,12,17,14,11,32,1992,GLP,Porto1,Porto2,0
Navio657,24,12,122321,15,8,18,10,24,2008,CNTR,Porto2,Porto4,1
Navio658,33,17,104257,17,12,28,16,110,2000,GSM,Porto1,Porto5,0
Navio659,19,8,75553,16,12,15,10,79,2017,CNTR,Porto1,Porto1,1
Navio660,22,17,147167,12,11,17,19,20,2018,GS,Porto1,Porto3,1
Navio661,18,7,164206,18,13,11,19,77,2012,CNTR,Porto1,Porto1,0
Navio662,27,13,152718,12,19,27,7,14,1999,CNTR,Porto5,Porto2,0
Navio663,52,13,72070,19,10,25,6,62,2010,GLP,Porto5,Porto1,0
Navio664,33,12,106283,14,18,17,13,70,2017,GSM,Porto4,Porto4,1
Navio665,22,13,150997,13,12,26,17,62,1995,CG,Porto2,Porto2,0
Navio666,41,16,140510,9,8,27,17,73,2017,GL,Porto4,Porto1,1
Navio667,44,11,100284,8,13,16,10,104,2000,GSM,Porto4,Porto1,0
Navio668,18,15,141704,9,17,18,18,15,2013,CNTR,Porto2,Porto3,1
Navio669,25,14,125613,8,13,16,17,21,1998,CNTR,Porto2,Porto2,0
Navio670,35,14,193000,11,19,33,19,70,2001,GS,Porto4,Porto3,0
Navio671,57,7,188253,13,15,33,7,23,2003,GLP,Porto1,Porto2,0
Navio672,16,17,97361,13,19,12,9,22,2003,CG,Porto1,Porto3,0
Navio673,35,10,178158,14,19,15,9,17,2011,GS,Porto3,Porto1,0
Navio674,31,12,53044,17,15,14,14,66,2021,GL,Porto3,Porto4,1
Navio675,57,10,165805,10,9,12,6,15,2006,GL,Porto3,Porto3,0
Navio676,43,8,199036,18,19,23,14,67,1993,GSM,Porto4,Porto2,0
Navio677,41,13,128985,17,19,27,9,20,2014,CG,Porto2,Porto5,0
Navio678,38,14,159174,13,10,16,17,40,2011,GL,Porto5,Porto5,0
Navio679,17,11,97305,15,16,20,11,13,2011,GSM,Porto2,Porto3,1
